Nome;Ruolo;Squadra;Lega;Prezzo;CostoOfferta;Eta;ExpectedBonus;ExpectedMalus;Availability;ChancesCreated;AssistRate;Presenze;MediaVoto;Fantamedia;GolFatti;Assist;Ammonizioni;Espulsioni
Ziolkowski;D;Roma;Serie A;14;14;;0.28;0.09;0.24;0;0.0;9;5.94;5.78;0;0;3;0
Nkounkou;D;Torino;Serie A;15;15;;0.39;0.09;0.21;0;0.12;8;5.81;5.81;0;1;3;0
Arizala;D;Udinese;Serie A;13;13;;0.3;0.0;0.13;0;0.0;5;5.8;5.8;0;0;0;0
Helland;D;Bologna;Serie A;12;12;;0.0;0.06;0.16;0;0.0;6;5.5;5.33;0;0;2;0
Lirola;D;Verona;Serie A;12;12;;0.1;0.03;0.13;0;0.0;5;5.7;5.6;0;0;1;0
Tchoca;D;Torino;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Mlacic;D;Udinese;Serie A;12;12;;0.17;0.06;0.08;0;0.0;3;5.83;5.67;0;0;2;0
Balbo;D;Fiorentina;Serie A;13;13;;0.25;0.0;0.11;0;0.0;4;5.75;5.75;0;0;0;0
Casale;D;Bologna;Serie A;14;14;;0.15;0.0;0.26;0;0.0;10;5.65;5.65;0;0;0;0
Ilic M.;D;Bologna;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Wieteska;D;Cagliari;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Veroli;D;Cagliari;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Goldaniga;D;Como;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Ceccherini;D;Cremonese;Serie A;13;13;;0.08;0.28;0.21;0;0.12;8;5.56;5.5;0;1;1;1
Quagliata;D;Cremonese;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Sernicola;D;Cremonese;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Rouhi;D;Juventus;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Gigot;D;Lazio;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Hysaj;D;Lazio;Serie A;10;10;;0.0;0.0;0.05;0;0.0;2;5.5;5.5;0;0;0;0
Perez M.;D;Lecce;Serie A;10;10;;0.0;0.0;0.03;0;0.0;1;5.0;5.0;0;0;0;0
Kouassi;D;Lecce;Serie A;11;11;;0.0;0.0;0.11;0;0.0;4;5.5;5.5;0;0;0;0
Ndaba;D;Lecce;Serie A;12;12;;0.0;0.0;0.24;0;0.0;9;5.5;5.5;0;0;0;0
Coppola F.;D;Pisa;Serie A;11;11;;0.0;0.09;0.13;0;0.0;5;5.1;4.9;0;0;3;0
Mbambi;D;Pisa;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Esteves T.;D;Pisa;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Abdulhamid;D;Roma;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Odenthal;D;Sassuolo;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Romagna;D;Sassuolo;Serie A;13;13;;0.2;0.0;0.13;0;0.0;5;5.7;5.7;0;0;0;0
Paz Y.;D;Sassuolo;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Pieragnolo;D;Sassuolo;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Schuurs;D;Torino;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Dembelè A.;D;Torino;Serie A;10;10;;0.0;0.0;0.03;0;0.0;1;5.0;5.0;0;0;0;0
Rui Modesto;D;Udinese;Serie A;17;17;;0.83;0.0;0.05;0;0.5;2;5.75;6.25;0;1;0;0
Denoon;D;Pisa;Serie A;10;10;;0.0;0.03;0.05;0;0.0;2;5.5;5.25;0;0;1;0
Candè;D;Sassuolo;Serie A;12;12;;0.06;0.06;0.21;0;0.0;8;5.69;5.56;0;0;2;0
Godfrey;D;Atalanta;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Kouadio;D;Fiorentina;Serie A;14;14;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Lamptey;D;Fiorentina;Serie A;14;14;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Faye;D;Cremonese;Serie A;13;13;;0.14;0.03;0.18;0;0.0;7;5.71;5.64;0;0;1;0
Odogu;D;Milan;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Albiol;D;Pisa;Serie A;15;15;;0.27;0.03;0.21;0;0.12;8;5.62;5.69;0;1;1;0
Palacios T.;D;Inter;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Bozhinov;D;Pisa;Serie A;12;12;;0.0;0.28;0.21;0;0.0;8;5.25;5.06;0;0;1;1
Raterink;D;Cagliari;Serie A;10;10;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Paz N.;C;Como;Serie A;71;71;;4.0;0.15;0.92;0;0.14;35;6.37;7.3;12;5;5;0
McTominay;C;Napoli;Serie A;62;62;;3.42;0.03;0.87;0;0.06;33;6.39;7.26;10;2;1;0
Baturina;C;Como;Serie A;50;50;;2.78;0.0;0.66;0;0.12;25;6.3;7.14;6;3;0;0
Calhanoglu;C;Inter;Serie A;62;62;;3.81;0.21;0.58;0;0.18;22;6.52;7.64;9;4;7;0
Pulisic;C;Milan;Serie A;57;57;;3.09;0.0;0.71;0;0.15;27;6.15;7.07;8;4;0;0
Rabiot;C;Milan;Serie A;51;51;;2.7;0.37;0.76;0;0.14;29;6.33;6.98;6;4;4;1
De Bruyne;C;Napoli;Serie A;45;45;;2.65;0.03;0.45;0;0.12;17;6.26;7.24;5;2;1;0
Da Cunha;C;Como;Serie A;52;52;;2.63;0.12;0.92;0;0.11;35;6.34;6.91;6;4;4;0
Zielinski;C;Inter;Serie A;48;48;;2.36;0.09;0.79;0;0.07;30;6.25;6.8;6;2;3;0
Atta;C;Udinese;Serie A;48;48;;2.37;0.09;0.84;0;0.09;32;6.36;6.88;5;3;3;0
Ndoye;C;Bologna;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Orsolini;C;Bologna;Serie A;58;58;;2.84;0.06;0.89;0;0.03;34;6.06;6.76;10;1;2;0
Zaniolo;C;Udinese;Serie A;49;49;;2.42;0.24;0.82;0;0.16;31;6.26;6.77;5;5;8;0
Barella;C;Inter;Serie A;49;49;;2.38;0.21;0.89;0;0.26;34;6.28;6.71;3;9;7;0
McKennie;C;Juventus;Serie A;50;50;;2.41;0.15;0.89;0;0.18;34;6.13;6.68;5;6;5;0
Conceicao;C;Juventus;Serie A;43;43;;2.05;0.09;0.79;0;0.17;30;6.28;6.7;3;5;3;0
Modric;C;Milan;Serie A;39;39;;1.71;0.12;0.87;0;0.09;33;6.45;6.67;2;3;4;0
Mandragora;C;Fiorentina;Serie A;50;50;;2.33;0.21;0.89;0;0.06;34;6.04;6.62;7;2;7;0
Konè I.;C;Sassuolo;Serie A;46;46;;2.03;0.34;0.92;0;0.0;35;6.19;6.63;6;0;3;1
Vlasic;C;Torino;Serie A;55;55;;2.6;0.21;0.97;0;0.08;37;6.03;6.66;8;3;7;0
Perrone;C;Como;Serie A;42;42;;1.74;0.24;0.95;0;0.11;36;6.22;6.47;3;4;8;0
Messias;C;Genoa;Serie A;36;36;;1.71;0.03;0.5;0;0.05;19;6.18;6.68;3;1;1;0
Isaksen;C;Lazio;Serie A;42;42;;1.96;0.0;0.71;0;0.04;27;6.04;6.63;5;1;0;0
Malinovskyi;C;Genoa;Serie A;48;48;;2.18;0.3;0.89;0;0.09;34;6.07;6.54;6;3;10;0
Saelemaekers;C;Milan;Serie A;40;40;;1.6;0.15;0.92;0;0.09;35;6.14;6.41;3;3;5;0
Zambo Anguissa;C;Napoli;Serie A;39;39;;2.04;0.03;0.47;0;0.06;18;6.17;6.86;4;1;1;0
Bernabè;C;Parma;Serie A;38;38;;1.51;0.0;0.84;0;0.03;32;6.17;6.48;3;1;0;0
Thorstvedt;C;Sassuolo;Serie A;42;42;;1.82;0.27;0.82;0;0.1;31;6.15;6.48;4;3;9;0
Rowe;C;Bologna;Serie A;40;40;;1.78;0.06;0.74;0;0.11;28;6.2;6.59;3;3;2;0
Zalewski;C;Atalanta;Serie A;39;39;;1.6;0.09;0.82;0;0.16;31;6.1;6.4;2;5;3;0
Mkhitaryan;C;Inter;Serie A;40;40;;1.77;0.15;0.74;0;0.04;28;6.21;6.59;4;1;5;0
Thuram K.;C;Juventus;Serie A;39;39;;1.51;0.06;0.89;0;0.06;34;6.1;6.4;3;2;2;0
Pisilli;C;Roma;Serie A;36;36;;1.6;0.09;0.58;0;0.18;22;6.09;6.48;2;4;3;0
Ekkelenkamp;C;Udinese;Serie A;46;46;;2.1;0.03;0.82;0;0.1;31;6.05;6.61;5;3;1;0
Taylor K.;C;Lazio;Serie A;36;36;;1.67;0.15;0.45;0;0.12;17;6.06;6.56;3;2;5;0
Ederson D.S.;C;Atalanta;Serie A;34;34;;1.31;0.09;0.79;0;0.03;30;6.25;6.43;2;1;3;0
Bernardeschi;C;Bologna;Serie A;40;40;;1.82;0.09;0.63;0;0.08;24;6.04;6.56;4;2;3;0
Odgaard;C;Bologna;Serie A;41;41;;1.94;0.03;0.58;0;0.05;22;5.91;6.61;5;1;1;0
Gaetano;C;Cagliari;Serie A;37;37;;1.43;0.12;0.84;0;0.12;32;6.06;6.31;2;4;4;0
Caqueret;C;Como;Serie A;37;37;;1.53;0.09;0.74;0;0.14;28;6.11;6.41;2;4;3;0
Strefezza;C;Parma;Serie A;33;33;;1.64;0.09;0.37;0;0.14;14;6.21;6.68;2;2;3;0
Vazquez;C;Cremonese;Serie A;29;29;;1.35;0.03;0.34;0;0.15;13;6.15;6.54;1;2;1;0
Gudmundsson A.;C;Fiorentina;Serie A;44;44;;1.83;0.37;0.84;0;0.09;32;5.88;6.34;5;3;4;1
Guendouzi;C;Lazio;Serie A;29;29;;1.11;0.4;0.42;0;0.0;16;6.16;6.31;2;0;5;1
Zaccagni;C;Lazio;Serie A;31;31;;0.91;0.43;0.68;0;0.0;26;5.88;5.96;3;0;6;1
Coulibaly L.;C;Lecce;Serie A;36;36;;1.32;0.12;0.87;0;0.03;33;6.05;6.29;3;1;4;0
Politano;C;Napoli;Serie A;39;39;;1.56;0.12;0.87;0;0.15;33;6.09;6.36;2;5;4;0
Cristante;C;Roma;Serie A;34;34;;1.1;0.18;0.97;0;0.03;37;6.11;6.22;2;1;6;0
Konè M.;C;Roma;Serie A;37;37;;1.57;0.06;0.76;0;0.1;29;6.26;6.53;2;3;2;0
Pellegrini Lo.;C;Roma;Serie A;40;40;;1.84;0.06;0.63;0;0.08;24;6.04;6.58;4;2;2;0
Volpato;C;Sassuolo;Serie A;36;36;;1.64;0.12;0.55;0;0.19;21;6.14;6.52;2;4;4;0
Casadei;C;Torino;Serie A;44;44;;1.85;0.15;0.84;0;0.0;32;5.97;6.45;6;0;5;0
Pasalic;C;Atalanta;Serie A;38;38;;1.46;0.09;0.82;0;0.1;31;5.94;6.27;3;3;3;0
Thorsby;C;Cremonese;Serie A;35;35;;1.51;0.12;0.55;0;0.05;21;6.1;6.48;3;1;4;0
Locatelli;C;Juventus;Serie A;33;33;;1.0;0.27;0.95;0;0.06;36;6.26;6.19;1;2;9;0
Santos A.;C;Napoli;Serie A;39;39;;2.33;0.03;0.34;0;0.0;13;6.35;7.23;4;0;1;0
Vandeputte;C;Cremonese;Serie A;36;36;;1.32;0.09;0.82;0;0.16;31;6.06;6.27;1;5;3;0
Fagioli;C;Fiorentina;Serie A;36;36;;1.27;0.15;0.87;0;0.09;33;6.03;6.23;2;3;5;0
Sucic P.;C;Inter;Serie A;34;34;;1.23;0.15;0.74;0;0.07;28;6.07;6.27;2;2;5;0
Cataldi;C;Lazio;Serie A;38;38;;1.6;0.18;0.71;0;0.11;27;6.07;6.41;3;3;6;0
Basic;C;Lazio;Serie A;35;35;;1.47;0.25;0.61;0;0.13;23;6.09;6.43;2;3;0;1
Ricci S.;C;Milan;Serie A;32;32;;1.07;0.09;0.74;0;0.11;28;6.0;6.18;1;3;3;0
Keita M.;C;Parma;Serie A;31;31;;0.79;0.03;0.95;0;0.03;36;6.01;6.06;1;1;1;0
Man;C;Parma;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Harrison;C;Fiorentina;Serie A;29;29;;1.16;0.03;0.39;0;0.2;15;5.9;6.27;1;3;1;0
Brescianini;C;Fiorentina;Serie A;30;30;;1.19;0.06;0.47;0;0.06;18;5.97;6.31;2;1;2;0
Maldini;C;Lazio;Serie A;30;30;;1.19;0.03;0.47;0;0.06;18;5.94;6.31;2;1;1;0
Folorunsho;C;Cagliari;Serie A;30;30;;1.01;0.09;0.68;0;0.0;26;6.04;6.21;2;0;3;0
Fofana Y.;C;Milan;Serie A;35;35;;1.1;0.12;0.87;0;0.09;33;5.85;6.06;2;3;4;0
Loftus-Cheek;C;Milan;Serie A;35;35;;1.55;0.06;0.55;0;0.05;21;6.1;6.52;3;1;2;0
Lobotka;C;Napoli;Serie A;28;28;;0.75;0.09;0.82;0;0.0;31;6.05;6.1;1;0;3;0
Neres;C;Napoli;Serie A;38;38;;2.03;0.09;0.42;0;0.19;16;6.19;6.84;3;3;3;0
Leris;C;Pisa;Serie A;35;35;;1.23;0.06;0.84;0;0.09;32;5.94;6.19;2;3;2;0
Mazzitelli;C;Cagliari;Serie A;32;32;;1.53;0.09;0.37;0;0.14;14;6.07;6.57;2;2;3;0
De Roon;C;Atalanta;Serie A;31;31;;0.81;0.43;0.89;0;0.06;34;5.97;6.0;1;2;6;1
Samardzic;C;Atalanta;Serie A;32;32;;1.25;0.03;0.55;0;0.1;21;5.93;6.29;2;2;1;0
Moro N.;C;Bologna;Serie A;30;30;;0.92;0.03;0.74;0;0.0;28;5.93;6.12;2;0;1;0
Ndour;C;Fiorentina;Serie A;33;33;;1.02;0.06;0.79;0;0.0;30;5.8;6.07;3;0;2;0
Frendrup;C;Genoa;Serie A;29;29;;0.62;0.15;0.95;0;0.0;36;5.96;5.97;1;0;5;0
Kostic;C;Juventus;Serie A;37;37;;2.23;0.03;0.26;0;0.1;10;6.2;7.2;3;1;1;0
El Shaarawy;C;Roma;Serie A;29;29;;1.14;0.12;0.47;0;0.11;18;6.14;6.33;1;2;4;0
Baldanzi;C;Genoa;Serie A;29;29;;1.19;0.06;0.45;0;0.12;17;6.15;6.38;1;2;2;0
Karlstrom;C;Udinese;Serie A;29;29;;0.61;0.18;0.95;0;0.0;36;5.96;5.96;1;0;6;0
Zhegrova;C;Juventus;Serie A;20;20;;0.46;0.03;0.32;0;0.0;12;5.96;5.96;0;0;1;0
Gandelman;C;Lecce;Serie A;31;31;;1.29;0.0;0.42;0;0.06;16;5.97;6.41;2;1;0;0
Freuler;C;Bologna;Serie A;30;30;;0.85;0.15;0.74;0;0.07;28;6.02;6.04;1;2;5;0
Pobega;C;Bologna;Serie A;33;33;;1.2;0.31;0.61;0;0.04;23;5.83;6.17;3;1;2;1
Adopo;C;Cagliari;Serie A;30;30;;0.61;0.12;1.0;0;0.03;38;5.83;5.88;1;1;4;0
Ellertsson;C;Genoa;Serie A;29;29;;0.64;0.28;0.92;0;0.03;35;5.84;5.91;1;1;1;1
Luis Henrique;C;Inter;Serie A;30;30;;0.87;0.03;0.71;0;0.07;27;5.89;6.06;1;2;1;0
Ramadani;C;Lecce;Serie A;28;28;;0.5;0.3;0.97;0;0.0;37;5.91;5.85;1;0;10;0
El Aynaoui;C;Roma;Serie A;28;28;;0.91;0.15;0.55;0;0.1;21;5.98;6.1;1;2;5;0
Fadera;C;Sassuolo;Serie A;31;31;;1.03;0.15;0.63;0;0.04;24;5.92;6.15;2;1;5;0
Sottil;C;Lecce;Serie A;29;29;;1.05;0.03;0.55;0;0.1;21;6.02;6.24;1;2;1;0
Vergara;C;Napoli;Serie A;26;26;;1.15;0.06;0.21;0;0.0;8;6.25;6.5;1;0;2;0
Bailey;C;Roma;Serie A;17;17;;0.2;0.0;0.13;0;0.0;5;5.7;5.7;0;0;0;0
Matic;C;Sassuolo;Serie A;29;29;;0.69;0.43;0.89;0;0.03;34;5.96;5.96;1;1;6;1
Nicolussi Caviglia;C;Parma;Serie A;28;28;;0.84;0.12;0.61;0;0.17;23;5.89;6.02;0;4;4;0
Prati;C;Torino;Serie A;27;27;;0.53;0.18;0.84;0;0.0;32;5.88;5.88;1;0;6;0
Felici;C;Cagliari;Serie A;30;30;;1.43;0.09;0.29;0;0.09;11;6.05;6.55;2;1;3;0
Weah;C;Juventus;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Miretti;C;Juventus;Serie A;26;26;;0.93;0.03;0.39;0;0.07;15;5.97;6.2;1;1;1;0
Berisha M.;C;Lecce;Serie A;36;36;;1.96;0.0;0.32;0;0.25;12;6.17;6.92;2;3;0;0
Pierotti;C;Lecce;Serie A;29;29;;0.58;0.12;0.97;0;0.03;37;5.8;5.85;1;1;4;0
Gilmour;C;Napoli;Serie A;25;25;;0.92;0.03;0.34;0;0.0;13;6.08;6.27;1;0;1;0
Gineitis;C;Torino;Serie A;24;24;;0.39;0.15;0.71;0;0.04;27;5.87;5.81;0;1;5;0
Bernede;C;Verona;Serie A;30;30;;0.81;0.06;0.82;0;0.06;31;5.87;6.0;1;2;2;0
Piotrowski;C;Udinese;Serie A;27;27;;0.6;0.06;0.79;0;0.0;30;5.88;5.95;1;0;2;0
Miller L.;C;Udinese;Serie A;24;24;;0.61;0.12;0.5;0;0.11;19;5.92;5.95;0;2;4;0
Sorensen O.;C;Parma;Serie A;28;28;;0.68;0.06;0.79;0;0.03;30;5.85;5.95;1;1;2;0
Ilkhan;C;Torino;Serie A;27;27;;0.81;0.31;0.45;0;0.12;17;5.82;6.0;1;2;2;1
Diouf;C;Inter;Serie A;26;26;;1.1;0.03;0.26;0;0.0;10;6.15;6.45;1;0;1;0
Elmas;C;Napoli;Serie A;30;30;;0.85;0.09;0.74;0;0.11;28;5.8;5.96;1;3;3;0
Gagliardini;C;Verona;Serie A;26;26;;0.49;0.3;0.76;0;0.0;29;5.91;5.84;1;0;10;0
Sulemana I.;C;Cagliari;Serie A;23;23;;0.43;0.09;0.47;0;0.0;18;5.69;5.78;1;0;3;0
Aebischer;C;Pisa;Serie A;29;29;;0.53;0.24;0.92;0;0.03;35;5.8;5.8;1;1;8;0
Fabbian;C;Fiorentina;Serie A;28;28;;0.85;0.06;0.58;0;0.0;22;5.8;6.05;2;0;2;0
Deiola;C;Cagliari;Serie A;23;23;;0.53;0.09;0.53;0;0.05;20;5.98;5.95;0;1;3;0
Vecino;C;Lazio;Serie A;21;21;;0.54;0.03;0.32;0;0.08;12;5.92;5.96;0;1;1;0
Dele-Bashiru;C;Lazio;Serie A;24;24;;0.48;0.0;0.55;0;0.0;21;5.69;5.83;1;0;0;0
Zerbin;C;Cremonese;Serie A;26;26;;0.45;0.06;0.76;0;0.07;29;5.76;5.79;0;2;2;0
Ordonez C.;C;Parma;Serie A;24;24;;0.46;0.34;0.55;0;0.0;21;5.79;5.81;1;0;3;1
Tramoni M.;C;Pisa;Serie A;31;31;;0.96;0.09;0.66;0;0.08;25;5.72;6.0;2;2;3;0
Lipani;C;Sassuolo;Serie A;23;23;;0.48;0.09;0.55;0;0.05;21;5.93;5.9;0;1;3;0
Serdar;C;Verona;Serie A;29;29;;1.02;0.09;0.47;0;0.0;18;5.97;6.22;2;0;3;0
Ferguson;C;Bologna;Serie A;24;24;;0.43;0.4;0.61;0;0.0;23;5.8;5.78;1;0;5;1
Grassi;C;Cremonese;Serie A;22;22;;0.2;0.34;0.74;0;0.0;28;5.79;5.7;0;0;3;1
Zanimacchia;C;Cremonese;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Masini;C;Genoa;Serie A;23;23;;0.48;0.15;0.55;0;0.05;21;5.98;5.9;0;1;5;0
Maleh;C;Cremonese;Serie A;23;23;;0.36;0.34;0.55;0;0.0;21;5.69;5.71;1;0;3;1
Bondo;C;Cremonese;Serie A;23;23;;0.26;0.15;0.71;0;0.0;27;5.85;5.76;0;0;5;0
Musah;C;Atalanta;Serie A;25;25;;0.74;0.03;0.42;0;0.0;16;5.94;6.09;1;0;1;0
Estevez;C;Parma;Serie A;23;23;;0.38;0.06;0.58;0;0.05;22;5.8;5.8;0;1;2;0
Tourè I.;C;Pisa;Serie A;26;26;;0.47;0.37;0.79;0;0.0;30;5.82;5.82;1;0;4;1
Akinsanmiro;C;Pisa;Serie A;23;23;;0.38;0.06;0.61;0;0.04;23;5.8;5.8;0;1;2;0
Payero;C;Cremonese;Serie A;25;25;;0.51;0.24;0.66;0;0.0;25;5.9;5.86;1;0;8;0
Akpa Akpro;C;Verona;Serie A;24;24;;0.45;0.27;0.58;0;0.0;22;5.86;5.8;1;0;9;0
Ngom;C;Lecce;Serie A;18;18;;0.15;0.03;0.34;0;0.0;13;5.69;5.65;0;0;1;0
Loyola;C;Pisa;Serie A;21;21;;0.38;0.25;0.29;0;0.0;11;5.55;5.73;1;0;0;1
Amorim;C;Genoa;Serie A;17;17;;0.17;0.03;0.24;0;0.0;9;5.72;5.67;0;0;1;0
Carboni V.;C;Genoa;Serie A;17;17;;0.1;0.06;0.26;0;0.0;10;5.7;5.6;0;0;2;0
Frattesi;C;Inter;Serie A;20;20;;0.39;0.0;0.37;0;0.0;14;5.89;5.89;0;0;0;0
Koopmeiners;C;Juventus;Serie A;22;22;;0.05;0.15;0.76;0;0.0;29;5.64;5.55;0;0;5;0
Chukwueze;C;Milan;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Sohm;C;Bologna;Serie A;22;22;;0.2;0.09;0.63;0;0.04;24;5.65;5.62;0;1;3;0
Piccinini G.;C;Pisa;Serie A;21;21;;0.2;0.09;0.58;0;0.0;22;5.77;5.7;0;0;3;0
Ghion;C;Sassuolo;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Harroui;C;Verona;Serie A;23;23;;0.5;0.09;0.45;0;0.0;17;5.74;5.85;1;0;3;0
Suslov;C;Verona;Serie A;17;17;;0.1;0.28;0.26;0;0.0;10;5.75;5.6;0;0;1;1
Jashari;C;Milan;Serie A;20;20;;0.37;0.0;0.32;0;0.08;12;5.71;5.79;0;1;0;0
Oristanio;C;Parma;Serie A;24;24;;0.57;0.03;0.47;0;0.0;18;5.78;5.92;1;0;1;0
Zaragoza;C;Roma;Serie A;19;19;;0.58;0.03;0.08;0;0.33;3;5.83;6.0;0;1;1;0
El Azzouzi;C;Bologna;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Sergi Roberto;C;Como;Serie A;19;19;;0.23;0.09;0.34;0;0.0;13;5.85;5.73;0;0;3;0
Castagnetti;C;Cremonese;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Fazzini;C;Fiorentina;Serie A;19;19;;0.33;0.06;0.32;0;0.0;12;5.88;5.83;0;0;2;0
Douglas Luiz;C;Juventus;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Belahyane;C;Lazio;Serie A;21;21;;0.48;0.28;0.29;0;0.18;11;5.77;5.82;0;2;1;1
Kaba;C;Lecce;Serie A;18;18;;0.23;0.03;0.29;0;0.0;11;5.77;5.73;0;0;1;0
Tete Morente;C;Lecce;Serie A;19;19;;0.15;0.06;0.39;0;0.07;15;5.57;5.57;0;1;2;0
Ondrejka;C;Parma;Serie A;19;19;;0.13;0.06;0.39;0;0.0;15;5.7;5.63;0;0;2;0
Hojholt;C;Pisa;Serie A;18;18;;0.0;0.06;0.39;0;0.0;15;5.57;5.5;0;0;2;0
Vural;C;Pisa;Serie A;18;18;;0.14;0.12;0.37;0;0.0;14;5.79;5.64;0;0;4;0
Iannoni;C;Sassuolo;Serie A;25;25;;1.15;0.09;0.13;0;0.0;5;6.0;6.5;1;0;3;0
Zarraga;C;Udinese;Serie A;18;18;;0.2;0.06;0.26;0;0.0;10;5.75;5.7;0;0;2;0
Lovric;C;Verona;Serie A;19;19;;0.33;0.06;0.26;0;0.1;10;5.75;5.75;0;1;2;0
Lorran;C;Pisa;Serie A;25;25;;1.27;0.0;0.11;0;0.0;4;5.88;6.62;1;0;0;0
Sarmiento J.;C;Cremonese;Serie A;18;18;;0.4;0.0;0.13;0;0.0;5;5.9;5.9;0;0;0;0
Iling Junior;C;Pisa;Serie A;17;17;;0.33;0.0;0.08;0;0.0;3;5.83;5.83;0;0;0;0
Engelhardt;C;Como;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Collocolo;C;Cremonese;Serie A;17;17;;0.3;0.03;0.13;0;0.0;5;5.9;5.8;0;0;1;0
Pickel;C;Cremonese;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Richardson;C;Fiorentina;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Sabiri;C;Fiorentina;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Venturino;C;Roma;Serie A;18;18;;0.36;0.0;0.18;0;0.0;7;5.86;5.86;0;0;0;0
Gronbaek;C;Genoa;Serie A;14;14;;0.0;0.03;0.05;0;0.0;2;5.5;5.25;0;0;1;0
Asllani;C;Torino;Serie A;18;18;;0.0;0.09;0.37;0;0.0;14;5.57;5.25;0;0;3;0
Rovella;C;Lazio;Serie A;19;19;;0.22;0.31;0.29;0;0.09;11;5.73;5.64;0;1;2;1
Helgason;C;Lecce;Serie A;16;16;;0.12;0.0;0.11;0;0.0;4;5.62;5.62;0;0;0;0
Hernani;C;Parma;Serie A;16;16;;0.17;0.0;0.08;0;0.0;3;5.67;5.67;0;0;0;0
Marin M.;C;Pisa;Serie A;20;20;;0.2;0.21;0.53;0;0.0;20;5.88;5.7;0;0;7;0
Boloca;C;Sassuolo;Serie A;16;16;;0.25;0.0;0.05;0;0.0;2;5.75;5.75;0;0;0;0
Anjorin;C;Torino;Serie A;18;18;;0.22;0.03;0.24;0;0.0;9;5.78;5.72;0;0;1;0
Niasse;C;Verona;Serie A;21;21;;0.3;0.03;0.42;0;0.06;16;5.69;5.72;0;1;1;0
Fini;C;Genoa;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Gorter;C;Lecce;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Al-Musrati;C;Verona;Serie A;19;19;;0.15;0.37;0.37;0;0.07;14;5.71;5.57;0;1;4;1
Cornet;C;Genoa;Serie A;15;15;;0.0;0.0;0.13;0;0.0;5;5.1;4.5;0;0;0;0
Bakola;C;Sassuolo;Serie A;19;19;;0.67;0.0;0.08;0;0.0;3;6.17;6.17;0;0;0;0
Liteta;C;Cagliari;Serie A;17;17;;0.25;0.0;0.11;0;0.0;4;5.75;5.75;0;0;0;0
